index,mean
cg15299279,0.119419016
cg15445111,0.06764005
cg15463966,0.17397462
cg15617537,0.698445
cg15633273,0.90837806
cg15635392,0.7247201
cg15787769,0.02764537
cg15820961,0.7136961
cg16292983,0.09824751
cg16315447,0.2808253
cg16315582,0.096202135
cg16425592,0.0664836
cg16669455,0.11954609
cg16700758,0.24861841
cg16753237,0.08013941
cg16779976,0.81618446
cg17027945,0.08788615
cg17152789,0.085389696
cg17211296,0.8614676
cg17376015,0.46938682
cg17403875,0.067303136
cg17851392,0.9063868
cg18329052,0.2888145
cg18361467,0.739963
cg18565762,0.16081803
cg18663307,0.3194415
cg18768238,0.1973571
cg18963307,0.106639154
cg18985891,0.07024627
cg19096849,0.7985575
cg19148404,0.8951979
cg19498356,0.7093559
cg19671717,0.06178866
cg19677989,0.06715891
cg19724470,0.24178652
cg19801556,0.03246785
cg19960806,0.093879424
cg20070768,0.7956525
cg20117742,0.16908637
cg20178172,0.048107352
cg20357807,0.54156363
cg20643094,0.089440994
cg20650802,0.07741487
cg20657691,0.26905966
cg20724257,0.1301495
cg20761290,0.07629349
cg20848216,0.094779514
cg20943084,0.13717401
cg21031692,0.581233
cg21055948,0.8719295
cg21138501,0.08565449
cg21415604,0.73848337
cg21535207,0.069108695
cg21547979,0.11675405
cg21640749,0.7507085
cg21732383,0.094695374
cg21773162,0.4018905
cg21782977,0.06899857
cg21857598,0.25568002
cg21878746,0.17648633
cg21978128,0.79682535
cg21995919,0.030512748
cg22082709,0.10580307
cg22101701,0.81179684
cg22254681,0.17239541
cg22640452,0.04763361
cg22813744,0.031327665
cg22874046,0.046921782
cg22975568,0.87119097
cg23127064,0.17634346
cg23230904,0.79490346
cg23249140,0.7314422
cg23338650,0.10389818
cg23575099,0.73480165
cg23951277,0.081472225
cg24069653,0.6931446
cg24147838,0.15036368
cg24310395,0.610112
cg24331354,0.059841502
cg24350360,0.07014975
cg24459792,0.057583854
cg24741068,0.33957377
cg24760581,0.39845666
cg24819835,0.112166405
cg24997845,0.07023229
cg25095518,0.3638244
cg25132230,0.10025476
cg25342675,0.877589
cg25529303,0.114257
cg25564535,0.63872194
cg25632648,0.030013643
cg25656978,0.3225879
cg25783969,0.8543654
cg25784617,0.78680074
cg25856179,0.032316525
cg25882380,0.138073
cg26043257,0.06881127
cg26129545,0.086781204
cg26155374,0.25371313
cg26162331,0.82559997
cg26366833,0.18263932
cg26376168,0.09467605
cg26513734,0.89492095
cg26644734,0.09365986
cg26681399,0.08759936
cg26761504,0.08059579
cg26928531,0.06950078
cg26972389,0.7446542
cg26976562,0.06479899
cg27044041,0.2426835
cg27124847,0.28563538
cg27138088,0.23979251
cg27186271,0.15013595
cg27273157,0.07930051
cg27333993,0.21123132
cg27606341,0.3583676
cg27663936,0.60856265
ch.16.692127F,0.11798403
cg01177388,0.19406636
cg02303317,0.17527959
cg02497902,0.16587977
cg03290677,0.19661748
cg03341377,0.47228736
cg07109332,0.58582246
cg07311521,0.1687918
cg07672065,0.49348176
cg11967292,0.1699684
cg12629586,0.61521155
cg12736254,0.36770928
cg13474877,0.19106756
cg14305799,0.1648186
cg17442483,0.6328457
cg17618808,0.56446856
cg17897025,0.19034822
cg18028767,0.23759231
cg19301960,0.6070067
cg19931922,0.5081467
cg21783387,0.20072679
cg23992403,0.64854145
cg27455796,0.22014734
