chrName,markPos,markName
4,165876955.0,cg19856802
4,122791713.0,cg19858931
4,57975793.0,cg19861288
4,22392700.0,cg19861632
4,16901058.0,cg19861824
4,173979501.0,cg19862930
4,1796868.0,cg19870628
4,105421847.0,cg19871903
4,187065950.0,cg19873491
4,72203901.0,cg19874421
4,144208277.0,cg19876092
4,13338008.0,cg19876216
4,141420647.0,cg19876388
4,67578320.0,cg19877840
4,77135506.0,cg19878838
4,86749040.0,cg19880790
4,54967674.0,cg19888869
4,159850063.0,cg19897908
4,166794971.0,cg19898128
4,125631415.0,cg19898448
4,144837164.0,cg19898487
4,38320761.0,cg19899609
4,1577971.0,cg19901381
4,71069600.0,cg19903738
4,186317888.0,cg19905754
4,110481312.0,cg19905837
4,6918868.0,cg19906672
4,39045816.0,cg19906926
4,26856901.0,cg19907137
4,115519574.0,cg19908577
4,164253006.0,cg19908812
4,111555503.0,cg19909239
4,134074421.0,cg19909865
4,169787123.0,cg19910654
4,128983807.0,cg19910937
4,122086137.0,cg19913971
4,79143682.0,cg19914780
4,103266691.0,cg19916409
4,1508098.0,cg19918057
4,170955249.0,cg19918862
4,113444361.0,cg19921847
4,169418224.0,cg19921917
4,124694178.0,cg19922435
4,7252587.0,cg19923393
4,2059244.0,cg19925373
4,189333138.0,cg19925675
4,1401854.0,cg19926630
4,27704430.0,cg19927058
4,1389047.0,cg19928185
4,152198382.0,cg19929081
4,26171642.0,cg19929302
4,48272059.0,cg19929355
4,15068643.0,cg19929852
4,184021302.0,cg19930288
4,147443703.0,cg19931305
4,7338730.0,cg19931925
4,2395934.0,cg19932388
4,108911074.0,cg19932974
4,113153956.0,cg19933238
4,146857013.0,cg19933595
4,2933421.0,cg19934294
4,47423779.0,cg19935756
4,41753439.0,cg19935850
4,151258915.0,cg19935951
4,1206045.0,cg19936016
4,187627811.0,cg19936614
4,152330012.0,cg19936912
4,179734190.0,cg19937210
4,6423283.0,cg19938791
4,20257590.0,cg19940312
4,120328025.0,cg19940459
4,119606584.0,cg19941439
4,114192607.0,cg19942138
4,140213270.0,cg19942560
4,77172660.0,cg19943000
4,16944288.0,cg19945078
4,186945215.0,cg19945912
4,90032727.0,cg19947233
4,101952806.0,cg19948457
4,4420530.0,cg19948549
4,25864083.0,cg19949104
4,114238881.0,cg19949241
4,133902873.0,cg19949697
4,146019733.0,cg19952095
4,187751549.0,cg19952704
4,140095286.0,cg19955849
4,153831380.0,cg19956078
4,3533644.0,cg19956606
4,79472807.0,cg19965948
4,175750792.0,cg19968631
4,122301740.0,cg19971716
4,1558889.0,cg19972272
4,119273889.0,cg19972558
4,120222000.0,cg19974115
4,3371876.0,cg19974227
4,8263073.0,cg19976997
4,54325479.0,cg19977232
4,129209103.0,cg19977408
4,57523826.0,cg19978674
4,113558288.0,cg19980598
4,177240767.0,cg19981751
4,108852959.0,cg19983627
4,154491023.0,cg19983948
4,175135406.0,cg19984262
4,155552156.0,cg19985041
4,926294.0,cg19987229
4,123844099.0,cg19987840
4,144434579.0,cg19993723
4,81256889.0,cg19995828
4,77355817.0,cg19999035
4,14864863.0,cg19999682
4,47380248.0,cg20000644
4,41869433.0,cg20000718
4,106629840.0,cg20001609
4,57957811.0,cg20002207
4,149949212.0,cg20003377
4,90757398.0,cg20003494
4,6718463.0,cg20003800
4,170064518.0,cg20005487
4,186652454.0,cg20006618
4,155413075.0,cg20007130
4,132654638.0,cg20009650
4,113304367.0,cg20011278
4,37585660.0,cg20011360
4,141013584.0,cg20012601
4,3578432.0,cg20015338
4,10147100.0,cg20015412
4,62072253.0,cg20015986
4,38871320.0,cg20016631
4,21768009.0,cg20018106
4,71554563.0,cg20018181
4,169771566.0,cg20019524
4,899882.0,cg20021655
4,39700309.0,cg20022216
4,107446698.0,cg20025135
4,1579814.0,cg20025977
4,87999314.0,cg20026664
4,184826443.0,cg20026798
4,154174325.0,cg20027946
4,114681544.0,cg20028233
4,77912871.0,cg20029967
4,2733908.0,cg20031900
4,106816383.0,cg20032809
4,8233264.0,cg20033591
4,4482826.0,cg20038070
4,41883107.0,cg20038996
4,129730778.0,cg20039387
4,129162777.0,cg20040364
4,110951509.0,cg20040872
4,10463350.0,cg20044410
4,132899064.0,cg20044666
4,144434571.0,cg20045045
4,151000084.0,cg20045888
4,101726770.0,cg20049151
4,1981032.0,cg20049727
4,140829046.0,cg20054111
4,38799406.0,cg20054786
4,139609965.0,cg20056949
4,38872591.0,cg20057147
4,1208699.0,cg20057475
4,156298427.0,cg20058148
4,71706709.0,cg20058799
4,108645764.0,cg20058872
4,142557759.0,cg20060523
4,1041450.0,cg20060598
4,1791585.0,cg20061378
4,107237991.0,cg20061689
4,95078953.0,cg20061931
4,122687996.0,cg20062061
4,188736336.0,cg20070659
4,106395643.0,cg20073050
4,150714071.0,cg20073358
4,13545291.0,cg20073553
4,80247524.0,cg20073882
4,11430717.0,cg20075156
4,139697169.0,cg20075309
4,77172699.0,cg20077155
4,107434718.0,cg20078646
4,4580814.0,cg20078879
4,41172024.0,cg20080580
4,24831413.0,cg20080590
4,8594857.0,cg20080664
4,1148524.0,cg20084184
4,157999344.0,cg20084434
4,909785.0,cg20085268
4,105982613.0,cg20086219
4,186435667.0,cg20087413
4,128802013.0,cg20088535
4,46391803.0,cg20092102
4,1342459.0,cg20092199
4,56023423.0,cg20092376
4,153456176.0,cg20095036
4,1571649.0,cg20095398
4,122871515.0,cg20098332
4,3895084.0,cg20098689
4,39046187.0,cg20098886
4,1364147.0,cg20099968
4,123610150.0,cg20102639
4,170236265.0,cg20103150
4,140005223.0,cg20103938
4,143819041.0,cg20105583
4,187090481.0,cg20105939
4,163483332.0,cg20106601
4,100874826.0,cg20107506
4,12886669.0,cg20107996
4,148653624.0,cg20111118
4,47209584.0,cg20111179
4,3882339.0,cg20111187
4,109094570.0,cg20111875
4,6676796.0,cg20111980
4,6118443.0,cg20112376
4,108832238.0,cg20112699
4,142134774.0,cg20115508
4,167636521.0,cg20116555
4,4250070.0,cg20118385
4,119831531.0,cg20118822
4,83295601.0,cg20118957
4,36245632.0,cg20119015
4,183794591.0,cg20119759
4,2056206.0,cg20120786
4,132652113.0,cg20122473
4,53522821.0,cg20122586
4,75719957.0,cg20122727
4,56458333.0,cg20125971
4,1987877.0,cg20128456
4,143767608.0,cg20128671
4,104640560.0,cg20128928
4,144431794.0,cg20135351
4,79971432.0,cg20137991
4,149363715.0,cg20140452
4,184242058.0,cg20141229
4,81106287.0,cg20142271
4,10673188.0,cg20143111
4,48915431.0,cg20144530
4,23194228.0,cg20145601
4,122053520.0,cg20146506
4,7774950.0,cg20147046
4,140659150.0,cg20159415
4,189395410.0,cg20160039
4,1222037.0,cg20160197
4,4863282.0,cg20161179
4,169752078.0,cg20161655
4,84205961.0,cg20161984
4,2627194.0,cg20163033
4,39367943.0,cg20166783
4,148283066.0,cg20168495
4,187066279.0,cg20168751
4,129733574.0,cg20169319
4,7193885.0,cg20170110
4,13536910.0,cg20171396
4,40198129.0,cg20171453
4,122618732.0,cg20173065
4,48781332.0,cg20176012
4,185552304.0,cg20176042
4,168155222.0,cg20176349
4,25131699.0,cg20177285
4,908414.0,cg20177485
4,137020105.0,cg20177771
4,140222646.0,cg20184165
4,162298809.0,cg20187320
4,7802192.0,cg20187572
4,890209.0,cg20188214
4,20701925.0,cg20203792
4,7052425.0,cg20208394
4,5787063.0,cg20208443
4,55405888.0,cg20208633
4,101745102.0,cg20212364
4,1164681.0,cg20212775
4,147557774.0,cg20212912
4,2401542.0,cg20213329
4,126033219.0,cg20214308
4,166795401.0,cg20214477
4,763475.0,cg20215598
4,12539883.0,cg20227714
4,39368720.0,cg20227860
4,1813402.0,cg20229362
4,174440598.0,cg20232746
4,54960226.0,cg20233073
4,165899396.0,cg20233582
4,175204787.0,cg20235885
4,99850271.0,cg20236533
4,187985452.0,cg20237074
4,183843011.0,cg20239647
4,83206604.0,cg20240462
4,295862.0,cg20241375
4,1723295.0,cg20243460
4,186799820.0,cg20245328
4,1364046.0,cg20249882
4,26030677.0,cg20250126
4,87862626.0,cg20250922
4,132653123.0,cg20252435
4,41694822.0,cg20253212
4,186288186.0,cg20253302
4,77566479.0,cg20254658
4,183110156.0,cg20255451
4,23138165.0,cg20257946
4,56420110.0,cg20260841
4,88896942.0,cg20261167
4,145655974.0,cg20263045
4,39104617.0,cg20263261
4,7666259.0,cg20263510
4,156129862.0,cg20271517
4,6643382.0,cg20272423
4,187647402.0,cg20274950
4,6325013.0,cg20275211
4,81952330.0,cg20276585
4,8230053.0,cg20277282
4,7780490.0,cg20278503
4,17416010.0,cg20281046
4,178233531.0,cg20281583
4,882723.0,cg20281678
4,4049451.0,cg20285723
4,15788740.0,cg20286261
4,435398.0,cg20287119
4,3874143.0,cg20288588
4,22239907.0,cg20288617
4,120550423.0,cg20288630
4,72897868.0,cg20289913
4,111539352.0,cg20291436
4,13524143.0,cg20291855
4,206442.0,cg20296343
4,48019555.0,cg20298098
4,62383146.0,cg20299458
4,10118265.0,cg20303303
4,95373302.0,cg20305610
4,77356250.0,cg20311846
4,164253332.0,cg20312026
4,7813475.0,cg20312457
4,143275181.0,cg20312962
4,708468.0,cg20313298
4,22694230.0,cg20317116
4,13549621.0,cg20318726
4,120134074.0,cg20319136
4,124232.0,cg20320494
4,122159665.0,cg20321250
4,23155692.0,cg20321270
4,54244256.0,cg20325293
4,184917058.0,cg20325922
4,26862483.0,cg20326867
4,24590014.0,cg20327324
4,78979807.0,cg20327820
4,10459929.0,cg20332195
4,1400869.0,cg20332645
4,57458636.0,cg20334116
4,156298002.0,cg20334243
4,39775714.0,cg20334591
4,151502939.0,cg20334738
4,2966982.0,cg20334836
4,140005160.0,cg20342374
4,152242679.0,cg20342788
4,6013266.0,cg20342834
4,173747801.0,cg20343859
4,189553390.0,cg20344040
4,2464014.0,cg20345948
4,7802238.0,cg20356136
4,74853779.0,cg20357806
4,108742290.0,cg20358075
4,18019937.0,cg20358902
4,40626144.0,cg20359202
4,7246127.0,cg20360416
4,113739170.0,cg20360704
4,751205.0,cg20361267
4,105368420.0,cg20361924
4,145038318.0,cg20361960
4,3451104.0,cg20362529
4,87056153.0,cg20364241
4,106405850.0,cg20364776
4,141294681.0,cg20366601
4,154391944.0,cg20367304
4,54967809.0,cg20367712
4,73935086.0,cg20368979
4,14622845.0,cg20378931
4,55125798.0,cg20379685
4,76832111.0,cg20380448
4,105419844.0,cg20383370
4,82139830.0,cg20385368
4,186734209.0,cg20387304
4,1768459.0,cg20387391
4,93227270.0,cg20388823
4,9760019.0,cg20389009
4,3520760.0,cg20389822
4,68156847.0,cg20390015
4,82496103.0,cg20391321
4,122745106.0,cg20391652
4,10686394.0,cg20391895
4,114683822.0,cg20391984
4,6384347.0,cg20392088
4,13546169.0,cg20393324
4,165854181.0,cg20394269
4,100572993.0,cg20397614
4,6471712.0,cg20399965
4,95372847.0,cg20401102
4,3387290.0,cg20403541
4,155838156.0,cg20409352
4,174255887.0,cg20409358
4,185746558.0,cg20410192
4,66758895.0,cg20410940
4,148502509.0,cg20411547
4,3417894.0,cg20412217
4,140907113.0,cg20414015
4,120055608.0,cg20414512
4,57845134.0,cg20415529
4,10443264.0,cg20417115
4,40976320.0,cg20417855
4,80644890.0,cg20418501
4,129511700.0,cg20418769
4,146571771.0,cg20418864
4,38063874.0,cg20419181
4,113432911.0,cg20420651
4,7337225.0,cg20421058
4,187499376.0,cg20421996
4,176755401.0,cg20423693
4,141221527.0,cg20424311
4,147439128.0,cg20424486
4,5388581.0,cg20424854
4,3616829.0,cg20425862
4,68502266.0,cg20428120
4,83694973.0,cg20429093
4,77228354.0,cg20430816
4,158917335.0,cg20430909
4,16159897.0,cg20431697
4,77342104.0,cg20432211
4,40632723.0,cg20435896
4,3525821.0,cg20437668
4,54954949.0,cg20437682
4,25868445.0,cg20437942
4,41747092.0,cg20438306
4,178228633.0,cg20440718
4,190905801.0,cg20441912
4,649573.0,cg20444990
4,55083843.0,cg20445582
4,176923542.0,cg20450979
4,83931713.0,cg20451727
4,8074092.0,cg20453845
4,79103290.0,cg20454115
4,175444948.0,cg20455617
4,1734371.0,cg20455774
4,79476353.0,cg20456136
4,962124.0,cg20456258
4,123300410.0,cg20456564
4,2277349.0,cg20458019
4,170541252.0,cg20460253
4,4387917.0,cg20460797
4,186253454.0,cg20461310
4,76551430.0,cg20463808
4,40428028.0,cg20464535
4,152376761.0,cg20465933
4,186933893.0,cg20468325
4,1232170.0,cg20469419
4,138575193.0,cg20469835
4,189860886.0,cg20470223
4,151000684.0,cg20472551
4,13656704.0,cg20477448
4,126973204.0,cg20477546
4,99852317.0,cg20478468
4,79103030.0,cg20478578
4,10016908.0,cg20479063
4,9493536.0,cg20481037
4,151501627.0,cg20481837
4,38869779.0,cg20484352
4,3896780.0,cg20494196
4,71554112.0,cg20494553
4,127898808.0,cg20494563
4,3517779.0,cg20494878
4,3371291.0,cg20495365
4,17615962.0,cg20506344
4,13541863.0,cg20507963
4,153859296.0,cg20509085
4,27091152.0,cg20510525
4,163483399.0,cg20510833
4,8468310.0,cg20511955
4,74486179.0,cg20516074
4,1046821.0,cg20518497
4,8472938.0,cg20519524
4,27102907.0,cg20521198
4,119659495.0,cg20522483
4,162198494.0,cg20523278
4,53744073.0,cg20523947
4,37604480.0,cg20524452
4,9482233.0,cg20525663
4,81187610.0,cg20528583
4,57112570.0,cg20529129
4,5886898.0,cg20529645
4,39047037.0,cg20530223
4,1052560.0,cg20531169
4,3443694.0,cg20533530
4,99993536.0,cg20533579
4,175204418.0,cg20535044
4,49525597.0,cg20535197
4,122875768.0,cg20535253
4,57458955.0,cg20535425
4,883948.0,cg20536207
4,25919853.0,cg20537621
4,58027287.0,cg20538211
4,186877497.0,cg20544605
4,182660124.0,cg20554882
4,148402399.0,cg20557687
4,185820756.0,cg20559943
4,94735948.0,cg20562574
4,80329424.0,cg20562630
4,63872386.0,cg20562823
4,1006270.0,cg20564913
4,91137297.0,cg20565833
4,25005536.0,cg20566645
4,10021355.0,cg20566657
4,42416643.0,cg20567227
4,188588839.0,cg20567630
4,122745356.0,cg20573242
4,122688967.0,cg20575196
4,667306.0,cg20576162
4,79207366.0,cg20576195
4,85886384.0,cg20576322
4,16077324.0,cg20576510
4,188131622.0,cg20576590
4,7822935.0,cg20581021
4,109708506.0,cg20581154
4,4858814.0,cg20583430
4,1585454.0,cg20583640
4,126202417.0,cg20584391
4,110355525.0,cg20585576
4,186081460.0,cg20585916
4,106132853.0,cg20586654
4,9661405.0,cg20586911
4,84255925.0,cg20587127
4,920607.0,cg20587196
4,4860439.0,cg20588069
4,3775898.0,cg20588113
4,71824669.0,cg20589096
4,111115135.0,cg20589883
4,4171354.0,cg20591353
4,2389156.0,cg20594316
4,3773933.0,cg20594961
4,642691.0,cg20597264
4,8645833.0,cg20598989
4,142054446.0,cg20599022
4,5574315.0,cg20599086
4,22636672.0,cg20600051
4,54231411.0,cg20601329
4,120375409.0,cg20602842
4,86699705.0,cg20603106
4,123326231.0,cg20603162
4,169750834.0,cg20607169
4,1204225.0,cg20608348
4,184675904.0,cg20609063
4,6347453.0,cg20609274
4,1950081.0,cg20610031
4,163297209.0,cg20611371
4,140354655.0,cg20613402
4,84037158.0,cg20613972
4,74719172.0,cg20615832
4,99479630.0,cg20616060
4,38053457.0,cg20617977
4,164265004.0,cg20618622
4,56718365.0,cg20618651
4,7803013.0,cg20619104
4,42402806.0,cg20621313
4,3265280.0,cg20623949
4,95128694.0,cg20625393
4,81951446.0,cg20631104
4,141074400.0,cg20635393
4,37897060.0,cg20638583
4,183729073.0,cg20639618
4,10143053.0,cg20640774
4,1397857.0,cg20641748
4,81951951.0,cg20642710
4,74274353.0,cg20644626
4,6717431.0,cg20644952
4,79091679.0,cg20644976
4,152020400.0,cg20644981
4,44449738.0,cg20646280
4,26932723.0,cg20653654
4,40425917.0,cg20655119
4,113207235.0,cg20656602
4,2061512.0,cg20656751
4,187564383.0,cg20656964
4,152732024.0,cg20665341
4,77135351.0,cg20666271
4,151500192.0,cg20668096
4,146857981.0,cg20668974
4,83719449.0,cg20676578
4,1980100.0,cg20677664
4,3418070.0,cg20679011
4,1988302.0,cg20680819
4,185396108.0,cg20681219
4,42894981.0,cg20682222
4,1384470.0,cg20684347
4,186347356.0,cg20685431
4,2287583.0,cg20686001
4,184365613.0,cg20686432
4,113451755.0,cg20687460
4,79005609.0,cg20687825
4,153457152.0,cg20689054
4,6385854.0,cg20689476
4,17513834.0,cg20690303
4,6200500.0,cg20691080
4,991081.0,cg20691101
4,113152836.0,cg20693608
4,3948578.0,cg20694303
4,55235418.0,cg20694425
4,1005070.0,cg20695334
4,68995759.0,cg20695587
4,165878037.0,cg20697094
4,11982621.0,cg20698271
4,6675674.0,cg20699200
4,7045168.0,cg20700278
4,1638158.0,cg20700863
4,8643029.0,cg20702875
4,7058690.0,cg20704376
4,53617882.0,cg20704772
4,52709358.0,cg20705566
4,58031198.0,cg20705772
4,169927480.0,cg20705829
4,111558988.0,cg20705938
4,3671697.0,cg20707668
4,48257144.0,cg20707907
4,1606861.0,cg20708141
4,7940426.0,cg20708173
4,170947395.0,cg20710394
4,140201262.0,cg20710842
4,124698165.0,cg20711695
4,100484892.0,cg20713333
4,8126658.0,cg20716915
4,144106096.0,cg20716945
4,68423239.0,cg20723302
4,23891596.0,cg20723350
4,6927635.0,cg20723412
4,99182416.0,cg20724681
4,107224533.0,cg20727052
4,154711280.0,cg20727217
4,1762881.0,cg20727637
4,2276943.0,cg20729123
4,62076499.0,cg20729460
4,7502429.0,cg20729813
4,188426506.0,cg20732881
4,155535218.0,cg20735720
4,730612.0,cg20735989
4,157891938.0,cg20736997
4,95038723.0,cg20737259
4,5865654.0,cg20737500
4,652702.0,cg20738372
4,8160088.0,cg20738689
4,3294241.0,cg20739912
4,83720629.0,cg20740157
4,2252862.0,cg20740967
4,53588673.0,cg20743065
4,185926156.0,cg20743080
4,156743043.0,cg20743435
4,187666763.0,cg20743623
4,1243849.0,cg20743744
4,167022415.0,cg20743881
4,24784845.0,cg20754465
4,95762633.0,cg20756175
4,1201588.0,cg20756245
4,1318902.0,cg20757508
4,114262093.0,cg20758834
4,742776.0,cg20758929
4,96761231.0,cg20759356
4,186732153.0,cg20761840
4,102711747.0,cg20762861
4,6331035.0,cg20764212
4,111397155.0,cg20773127
4,165851859.0,cg20774191
4,108641752.0,cg20774475
4,146469022.0,cg20775810
4,89448703.0,cg20776123
4,90758797.0,cg20776829
4,42175451.0,cg20776877
4,49519525.0,cg20778496
4,152090378.0,cg20778600
4,41992447.0,cg20780337
4,111509210.0,cg20783464
4,189358149.0,cg20783956
4,86597598.0,cg20784207
4,155548000.0,cg20785360
4,91052378.0,cg20786489
4,40589108.0,cg20789700
4,1243087.0,cg20792107
4,6344361.0,cg20793532
4,119606266.0,cg20805999
4,148605412.0,cg20806502
4,171087603.0,cg20808147
4,741773.0,cg20808227
4,2243252.0,cg20808462
4,2757764.0,cg20809690
4,171604188.0,cg20810675
4,185570979.0,cg20811273
4,57976944.0,cg20813965
4,940893.0,cg20814179
4,10467319.0,cg20814774
4,13541663.0,cg20815297
4,7435357.0,cg20815339
4,174432571.0,cg20815467
4,15480781.0,cg20816447
4,12540012.0,cg20816699
4,4389918.0,cg20817824
4,81124121.0,cg20817902
4,866154.0,cg20818191
4,2272482.0,cg20818265
4,154179401.0,cg20818457
4,139478737.0,cg20821992
4,185736247.0,cg20823481
4,730453.0,cg20823529
4,128886416.0,cg20825892
4,25448682.0,cg20825994
4,155547491.0,cg20826671
4,22588665.0,cg20827346
4,123844416.0,cg20830531
4,55100918.0,cg20831777
4,6944071.0,cg20834178
4,170106468.0,cg20834587
4,132649479.0,cg20839522
4,69434475.0,cg20840634
4,9693516.0,cg20841362
4,151937227.0,cg20841377
4,39529386.0,cg20842997
4,24981926.0,cg20843830
4,152875860.0,cg20844619
4,122744060.0,cg20844771
4,54717951.0,cg20844901
4,15328821.0,cg20844924
4,39482781.0,cg20847110
4,92556548.0,cg20847586
4,6417932.0,cg20848488
4,4229883.0,cg20849299
4,151936449.0,cg20850582
4,73013819.0,cg20850894
4,124273088.0,cg20851030
4,184680264.0,cg20852378
4,142054779.0,cg20852605
4,119676722.0,cg20852788
4,39640592.0,cg20854580
4,162917677.0,cg20856030
4,13333557.0,cg20860112
4,148733880.0,cg20866785
4,69215305.0,cg20871904
4,6643098.0,cg20872579
4,187680349.0,cg20879279
4,154710826.0,cg20881942
4,41875606.0,cg20885782
4,110482323.0,cg20886165
4,1340912.0,cg20887711
4,1239370.0,cg20890325
4,4864711.0,cg20891301
4,129300912.0,cg20892492
4,155471593.0,cg20893464
4,122854168.0,cg20893919
4,1397664.0,cg20896728
4,141075515.0,cg20908224
4,124606293.0,cg20908556
4,83821052.0,cg20909355
4,184365405.0,cg20909370
4,645551.0,cg20909579
4,147443095.0,cg20910303
4,141877033.0,cg20910361
4,852691.0,cg20916646
4,154169814.0,cg20926021
4,8379573.0,cg20926183
4,126188582.0,cg20926679
4,17030288.0,cg20926939
4,25979147.0,cg20927425
4,20255985.0,cg20928234
4,7774510.0,cg20929387
4,187557879.0,cg20931060
4,152684351.0,cg20931867
4,15850232.0,cg20931972
4,26862197.0,cg20932348
4,100871993.0,cg20934652
4,93366860.0,cg20934765
4,159234917.0,cg20934839
4,2252845.0,cg20935156
4,157892758.0,cg20937139
4,69215786.0,cg20946504
4,83720240.0,cg20947775
4,789807.0,cg20948258
4,79258587.0,cg20948271
4,2941316.0,cg20948431
4,122085241.0,cg20950277
4,157059347.0,cg20953310
4,44680120.0,cg20953400
4,175138488.0,cg20954179
4,41868203.0,cg20963227
4,17579002.0,cg20963592
4,7009356.0,cg20963865
4,146540759.0,cg20964256
4,8594324.0,cg20964594
4,185767168.0,cg20965866
4,128440118.0,cg20971571
4,1594894.0,cg20971958
4,89514177.0,cg20972543
4,113261845.0,cg20973974
4,24321341.0,cg20977981
4,2061804.0,cg20978694
4,169401717.0,cg20979296
4,141218072.0,cg20979979
4,48136280.0,cg20981615
4,1409174.0,cg20985560
4,57976171.0,cg20986370
4,1601044.0,cg20986904
4,1579572.0,cg20987369
4,5568112.0,cg20988964
4,185458775.0,cg20989553
4,20985927.0,cg20989855
4,57980103.0,cg20990681
4,111542825.0,cg20992114
4,5637894.0,cg20992708
4,7114046.0,cg20992733
4,186218181.0,cg20993966
4,6107633.0,cg21003654
4,187422119.0,cg21004358
4,7289723.0,cg21005218
4,159191054.0,cg21005683
4,57333187.0,cg21008401
4,26322419.0,cg21008671
4,22780415.0,cg21008928
4,42401610.0,cg21010475
4,36283195.0,cg21010701
4,56501978.0,cg21011028
4,71553895.0,cg21011691
4,120057110.0,cg21011794
4,8642306.0,cg21012788
4,7512425.0,cg21013745
4,1625732.0,cg21021110
4,75339508.0,cg21022775
4,27086448.0,cg21025501
4,174912278.0,cg21026199
4,144831061.0,cg21027124
4,146100596.0,cg21028777
4,111551987.0,cg21029045
4,9481822.0,cg21030536
4,174462423.0,cg21030607
4,26585721.0,cg21035755
4,3449300.0,cg21035843
4,142142045.0,cg21037378
4,780856.0,cg21038264
4,15938093.0,cg21039166
4,1005035.0,cg21039597
4,109933696.0,cg21041751
4,187622164.0,cg21041888
4,183193100.0,cg21042627
4,8374561.0,cg21042673
4,74847710.0,cg21043213
4,75858295.0,cg21043256
4,3250722.0,cg21043481
4,123845590.0,cg21045711
4,87871098.0,cg21046364
4,46737408.0,cg21053474
4,109133770.0,cg21054080
4,33062752.0,cg21054842
4,56686117.0,cg21056723
4,189200528.0,cg21057266
4,160027487.0,cg21058391
4,103790056.0,cg21058927
4,41884631.0,cg21059834
4,74907683.0,cg21059878
4,40721181.0,cg21060085
4,187621972.0,cg21061071
4,47380165.0,cg21071076
4,120221707.0,cg21076687
4,122686319.0,cg21077559
4,47465763.0,cg21077885
4,114416067.0,cg21078247
4,467474.0,cg21080506
4,155484272.0,cg21082050
4,81111985.0,cg21082141
4,1202966.0,cg21082272
4,155532075.0,cg21087260
4,176922637.0,cg21088281
4,76598893.0,cg21089669
4,7395612.0,cg21091226
4,90816310.0,cg21092324
4,175750109.0,cg21094669
4,85502665.0,cg21096050
4,83627633.0,cg21096141
4,3318625.0,cg21096898
4,3308444.0,cg21096907
4,189376670.0,cg21097378
4,76932399.0,cg21097698
4,10459141.0,cg21099470
4,24647197.0,cg21104971
4,3449856.0,cg21105620
4,74862092.0,cg21106462
4,24914750.0,cg21108841
4,103748470.0,cg21109136
4,57998425.0,cg21110576
4,44680502.0,cg21110638
4,1331987.0,cg21110844
4,184930229.0,cg21111795
4,102267189.0,cg21114126
4,186346747.0,cg21114485
4,151051929.0,cg21118689
4,152611527.0,cg21120951
4,3203982.0,cg21121843
4,183243976.0,cg21122439
4,2513755.0,cg21122693
4,123843781.0,cg21122725
4,15471301.0,cg21123203
4,120502068.0,cg21123740
4,89513664.0,cg21123913
4,85484245.0,cg21125190
4,1107983.0,cg21126229
4,184581297.0,cg21127184
4,39368001.0,cg21127189
4,20528506.0,cg21129041
4,1044621.0,cg21130718
4,37455341.0,cg21131031
4,169991796.0,cg21133433
4,25916067.0,cg21135273
4,102268075.0,cg21135832
4,113333072.0,cg21137236
4,186086650.0,cg21144988
4,55795664.0,cg21145416
4,153641409.0,cg21150843
4,40633269.0,cg21151541
4,7044737.0,cg21151883
4,48231543.0,cg21152662
4,86049133.0,cg21153358
4,57904332.0,cg21154227
4,168155124.0,cg21155380
4,100485208.0,cg21156210
4,183308763.0,cg21160562
4,9352827.0,cg21160877
4,55991818.0,cg21161891
4,80247171.0,cg21162304
4,9506681.0,cg21162351
4,104119659.0,cg21163042
4,4250161.0,cg21164242
4,43876927.0,cg21164813
4,183721778.0,cg21165501
4,1295078.0,cg21167046
4,165304488.0,cg21169914
4,188046444.0,cg21170001
4,179086552.0,cg21171610
4,156592010.0,cg21176026
4,4050335.0,cg21177063
4,76824682.0,cg21177165
4,182287027.0,cg21181756
4,3726450.0,cg21181942
4,1363182.0,cg21182616
4,113761787.0,cg21183389
4,147442789.0,cg21185233
4,149763983.0,cg21185255
4,5401430.0,cg21186966
4,93226495.0,cg21187769
4,76555782.0,cg21195185
4,140357489.0,cg21196942
4,58039421.0,cg21197371
4,103940854.0,cg21197425
4,875728.0,cg21197795
4,140429869.0,cg21198300
4,137316362.0,cg21199072
4,41984148.0,cg21199355
4,38622735.0,cg21199922
4,147562073.0,cg21200539
4,25657628.0,cg21200703
4,103266907.0,cg21200841
4,2048730.0,cg21202355
4,156681475.0,cg21205139
4,94074754.0,cg21205364
4,142249864.0,cg21207205
4,119273361.0,cg21208104
4,183710395.0,cg21208734
4,15704429.0,cg21210090
4,5713005.0,cg21210758
4,103748293.0,cg21219203
4,190939926.0,cg21219692
4,44680344.0,cg21219744
4,520093.0,cg21220264
4,37455492.0,cg21220731
4,154049212.0,cg21221497
4,72188145.0,cg21221695
4,7647792.0,cg21222559
4,3837219.0,cg21222703
4,668623.0,cg21224049
4,8308063.0,cg21224972
4,52709259.0,cg21225608
4,160322259.0,cg21228760
4,180979522.0,cg21229339
4,141664540.0,cg21229655
4,1402820.0,cg21230162
4,1660919.0,cg21230284
4,16077697.0,cg21230392
4,1642635.0,cg21231739
4,894185.0,cg21236414
4,1988351.0,cg21238254
4,1232787.0,cg21241862
4,3265080.0,cg21242002
4,57829539.0,cg21242327
4,79482294.0,cg21243394
4,141348699.0,cg21246783
4,854474.0,cg21250466
4,146019006.0,cg21253282
4,53968201.0,cg21253943
4,78783977.0,cg21254171
4,671543.0,cg21254883
4,7657303.0,cg21254939
4,2833418.0,cg21258377
4,9693764.0,cg21262431
4,120988587.0,cg21262733
4,184931143.0,cg21265295
4,72897698.0,cg21266330
4,155663225.0,cg21266502
